,Links,Title,Price,Color
26,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6563828/,2021 Audi Q5 Technik,"$69,607",Glacier White Metallic
27,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6563825/,2021 Audi Q5 Technik,"$69,607",Mythos Black Metallic
28,https://www.carpages.ca/used-cars/ontario/guelph/2019-ram-1500-6563798/,2019 RAM 1500 Big Horn,"$44,744",FLAME RED
29,https://www.carpages.ca/used-cars/ontario/belleville/2018-ford-fusion-6563399/,2018 Ford Fusion Energi SE Luxury - HTD LEATHER! NAV! SYNC! FULL PWR GROUP! + MORE!,"$17,495",Grey
30,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-f-150-6563174/,2021 Ford F-150 Lariat,"$72,644",Black
31,https://www.carpages.ca/used-cars/ontario/mississauga/2015-mercedes-benz-c-class-6563075/,2015 Mercedes-Benz C-Class C 300,"$24,796",
32,https://www.carpages.ca/used-cars/quebec/drummondville/2019-hyundai-kona-6562589/,2019 Hyundai KONA Electric ULTIMATE + GARANTIE + NAVI + TOIT + CUIR,"$29,989",Blanc
33,https://www.carpages.ca/used-cars/ontario/north-york/2017-tesla-model-x-6562003/,2017 Tesla Model X 75D|AUTOPILOT|HIFI|NAV|GLASSROOF|AIRSUSPENSION|+++,"$77,995",Red
34,https://www.carpages.ca/used-cars/ontario/oakville/2013-tesla-model-s-6560841/,2013 Tesla Model S S P85 PLUS | PANO | CERTIFIED | FINANCE,"$38,777",
35,https://www.carpages.ca/used-cars/quebec/st-eustache/2021-hyundai-kona-6560263/,2021 Hyundai KONA Electric EV Preferred,"$34,980",Bleu
36,https://www.carpages.ca/used-cars/ontario/hamilton/2015-honda-accord-6559629/,2015 Honda Accord EX Hybrid,"$10,999",Gray
37,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-audi-q8-6558948/,2019 Audi Q8 Technik w/Bang & Olufsen & Luxury Package *Very Low KM*,"$95,000",Dragon Orange Metallic
38,https://www.carpages.ca/new-cars/ontario/hamilton/2021-toyota-rav4-6558852/,2021 Toyota RAV4 Hybrid XLE,"$44,539.70",Grey
39,https://www.carpages.ca/new-cars/ontario/ottawa/2021-toyota-venza-6558543/,2021 Toyota Venza XLE  - Cooled Seats -  Navigation - $286 B/W,"$47,212",Blizzard Prl
40,https://www.carpages.ca/new-cars/ontario/ottawa/2021-toyota-highlander-6558534/,2021 Toyota Highlander - $345 B/W,"$50,917",Clestl Silv Metallic
41,https://www.carpages.ca/new-cars/ontario/thornhill/2021-ford-f-150-6558436/,2021 Ford F-150 XLT,"$46,389",Oxford White
42,https://www.carpages.ca/new-cars/ontario/thornhill/2021-ford-f-150-6558433/,2021 Ford F-150 XLT,"$46,389",Agate Black Metallic
43,https://www.carpages.ca/new-cars/ontario/thornhill/2021-ford-f-150-6558421/,2021 Ford F-150 XLT,"$46,389",Agate Black Metallic
44,https://www.carpages.ca/new-cars/ontario/ottawa/2021-ford-f-150-6558300/,2021 Ford F-150 XLT,"$52,839",Oxford White
45,https://www.carpages.ca/new-cars/ontario/ottawa/2021-ford-f-150-6558297/,2021 Ford F-150 XLT,"$52,839",Oxford White
46,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-jeep-wrangler-6558066/,2021 Jeep Wrangler Unlimited Willys,"$54,701",Black
47,https://www.carpages.ca/used-cars/ontario/north-york/2015-bmw-i8-6557980/,2015 BMW i8 FULLY LOADED*NAVIGATION*BACK-UP CAMERA*NO ACCIDENT,"$78,900",Grey
48,https://www.carpages.ca/used-cars/ontario/thornhill/2017-hyundai-ioniq-6557587/,2017 Hyundai IONIQ Limited,"$19,475",""""
49,https://www.carpages.ca/used-cars/ontario/etobicoke/2014-toyota-prius-c-6557148/,2014 Toyota Prius c 4 Dr HB Hybrid,"$10,990",Red
50,https://www.carpages.ca/new-cars/ontario/bracebridge/2021-jeep-wrangler-6556482/,2021 Jeep Wrangler Unlimited Sahara  - Navigation,"$58,051",Black
51,https://www.carpages.ca/new-cars/alberta/edmonton/2021-lexus-ux-6555898/,2021 Lexus UX 250H Premium Package,"$41,722",Atomic Silver
52,https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2021-ford-explorer-6555717/,2021 Ford Explorer LIMITED,"$58,449",Black
53,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ford-fusion-6555691/,2020 Ford Fusion Hybrid Titanium **New Arrival**,"$23,500",Blue
54,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ford-fusion-6555688/,2020 Ford Fusion Hybrid Titanium **New Arrival**,"$24,700",Blue
55,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ford-fusion-6555685/,2020 Ford Fusion Hybrid Titanium **New Arrival**,"$24,900",Gray
56,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ford-fusion-6555682/,2020 Ford Fusion Hybrid Titanium **New Arrival**,"$24,700",White
57,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-toyota-highlander-6555066/,2021 Toyota Highlander HYBRID XLE,"$49,757",White
58,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-lexus-ux-6555027/,2021 Lexus UX 250H,"$48,295",Orange
59,https://www.carpages.ca/used-cars/british-columbia/port-moody/2018-toyota-prius-6554455/,2018 Toyota Prius V,"$24,500",Blue
60,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-6554419/,2021 Ford F-150 XLT,"$56,919",Black
61,https://www.carpages.ca/new-cars/ontario/thornhill/2021-ford-f-150-6554397/,2021 Ford F-150 XLT,"$45,949",Oxford White
62,https://www.carpages.ca/used-cars/quebec/st-constant/2017-nissan-leaf-6554349/,2017 Nissan Leaf Hayon 4 portes SV,"$15,495",Bleu
63,https://www.carpages.ca/new-cars/ontario/peterborough/2021-ford-f-150-6554061/,2021 Ford F-150 XL,"$47,764",Oxford White
64,https://www.carpages.ca/used-cars/ontario/mississauga/2017-ford-fusion-6553878/,2017 Ford Fusion PLATINUM,"$21,998",
65,https://www.carpages.ca/used-cars/ontario/mississauga/2018-ford-fusion-6553866/,2018 Ford Fusion SE,"$19,998",Ingot Silver
66,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2021-ford-escape-6553827/,2021 Ford Escape SE Hybrid,"$37,249",Carbonized Grey Metallic
67,https://www.carpages.ca/new-cars/ontario/oakville/2021-ford-explorer-6553722/,2021 Ford Explorer LIMITED,"$57,051",Agate Black Metallic
68,https://www.carpages.ca/new-cars/ontario/kanata/2021-hyundai-elantra-6553572/,2021 Hyundai Elantra Hybrid Ultimate DCT  - $179 B/W,"$29,894",Space Blk
69,https://www.carpages.ca/used-cars/quebec/blainville/2020-hyundai-kona-6553485/,"2020 Hyundai KONA Electric EV PREFERRED  APPLE CARPLAY, VOLANT CHAU","$35,987",Blanc
70,https://www.carpages.ca/used-cars/ontario/georgetown/2017-nissan-leaf-6553440/,"2017 Nissan Leaf SV | 1 OWNR | CLN CRFX | NAV | B/U CAM | 49,791 KM","$16,950",Grey
71,https://www.carpages.ca/used-cars/quebec/drummondville/2017-audi-a3-6553395/,2017 Audi A3 E-TRON PROGRESSIV + GARANTIE + NAVI + WO,"$24,489",
72,https://www.carpages.ca/used-cars/ontario/oakville/2014-tesla-model-s-6553084/,"2014 Tesla Model S P85D AUTOPILOT, RECARO SEATS, CARFAX CLEAN","$62,950",Grey
73,https://www.carpages.ca/used-cars/ontario/oakville/2019-tesla-model-3-6553081/,"2019 Tesla Model 3 LONG RANGE AWD AUTOPILOT, ACCELERATION UPGRADE","$56,950",Grey
74,https://www.carpages.ca/new-cars/ontario/whitby/2021-toyota-rav4-6552457/,2021 Toyota RAV4 Hybrid LE,"$34,925",01G3 MAGNETIC GREY METALLIC NO CHARGE
75,https://www.carpages.ca/used-cars/british-columbia/richmond/2017-fiat-500-6551538/,2017 Fiat 500 E 500e - No Accident / One Owner / Nav / No Dealer Fees,"$15,498",Blue
76,https://www.carpages.ca/used-cars/ontario/barrie/2018-mitsubishi-outlander-6551331/,2018 Mitsubishi Outlander SE | PHEV | Blind Spot | All Wheel Drive,"$28,698",Black
77,https://www.carpages.ca/used-cars/nova-scotia/halifax/2017-toyota-rav4-6550999/,2017 Toyota RAV4 Hybrid Limited,"$22,700",Silver Sky Metallic
78,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2021-jeep-wrangler-6550876/,2021 Jeep Wrangler 80th Anniversary,"$57,998",Granite Crystal Metallic Clearcoat
79,https://www.carpages.ca/new-cars/ontario/tilbury/2021-ford-explorer-6550857/,2021 Ford Explorer LIMITED,"$58,699",White
80,https://www.carpages.ca/new-cars/alberta/edmonton/2021-lexus-nx-300h-6550842/,2021 Lexus NX 300h Standard Package,"$49,572",Nebula Grey Pearl
81,https://www.carpages.ca/new-cars/alberta/edmonton/2021-lexus-rx-450h-6550605/,2021 Lexus RX 450h Executive Package,"$75,922",Caviar
82,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-6549447/,2021 Ford F-150 XLT,"$50,289",Silver
83,https://www.carpages.ca/used-cars/ontario/north-bay/2013-toyota-prius-6549024/,2013 Toyota Prius CTech AS IS - Sunroof - Bluetooth - Cruise,"$4,400",White
84,https://www.carpages.ca/used-cars/quebec/laval/2012-mitsubishi-i-miev-6548605/,2012 Mitsubishi i-MiEV,"$4,899",Gris foncé
85,https://www.carpages.ca/used-cars/new-brunswick/moncton/2018-toyota-prius-6547806/,2018 Toyota Prius 5-DR LIFTBACK,"$20,594",Classic Silver Metallic
86,https://www.carpages.ca/new-cars/ontario/ottawa/2021-toyota-rav4-6547516/,2021 Toyota RAV4 - $310 B/W,"$45,817",Blueprint
87,https://www.carpages.ca/used-cars/ontario/kitchener/2011-kia-optima-6547110/,2011 Kia Optima Hybrid Premium,"$7,499",Blue
88,https://www.carpages.ca/used-cars/ontario/etobicoke/2012-kia-optima-6547098/,2012 Kia Optima Hybrid Premium,"$7,990",Silver
89,https://www.carpages.ca/used-cars/alberta/edmonton/2019-tesla-model-3-6546448/,"2019 Tesla Model 3 STANDARD MOTOR - LEATHER, STANDARD RANGE, LARGE SCREEN, TO MANY FEATURES! DON'T MISS OUT!","$49,711",Black
90,https://www.carpages.ca/new-cars/alberta/edmonton/2021-lexus-rx-450h-6545706/,2021 Lexus RX 450h F SPORT SERIES 3,"$75,922",Ultra White
91,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-audi-a8-6545506/,"2019 Audi A8 L w/$25,700 In Options *DEMO*","$89,000",Vesuvius Grey Metallic
92,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-audi-q8-6545505/,2019 Audi Q8 Technik w/Luxury & S-Line Packages *Winter Tires*,"$80,000",Navarra Blue Metallic
93,https://www.carpages.ca/used-cars/ontario/kitchener/2018-toyota-camry-6544722/,"2018 Toyota Camry HYBRID LE HYBRID|LANE DEP|ACC|CAMERA|CONVENIENCE ENTRY|17"" ALLOYS","$23,392",Silver
94,https://www.carpages.ca/used-cars/ontario/kitchener/2019-lexus-es-300-6544713/,2019 Lexus ES 300 HYBRID|NAV|BLIND|ACC|LANE WATCH|PADDLE|LED HEADLIGHTS|17 ALLOYS,"$35,995",Black
95,https://www.carpages.ca/used-cars/ontario/kitchener/2019-toyota-camry-6544701/,"2019 Toyota Camry HYBRID HYBRID SE|BLIND|LANE DEP|NAV|F+R SENSORS|PANO|18"" ALLOYS|SPORT SEATS","$26,983",White
96,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-6544242/,2021 Ford F-150 XLT,"$56,209",White
97,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-6544230/,2021 Ford F-150 XLT,"$44,339",White
98,https://www.carpages.ca/used-cars/ontario/brantford/2018-nissan-leaf-6543984/,2018 Nissan Leaf SV | ELECTRIC | NAV | TOUCHSCREEN |,"$22,888",White
99,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-a7-6571823/,2021 Audi A7 Sportback Technik,"$103,872",Vesuvius Grey
100,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-250-6570869/,2021 Ford F-250 Super Duty SRW XLT,"$62,779",Agate Black Metallic
101,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-explorer-6570863/,2021 Ford Explorer LIMITED,"$59,049",Oxford White
102,https://www.carpages.ca/new-cars/ontario/sudbury/2021-mercedes-benz-gls-6568718/,2021 Mercedes-Benz GLS GLS 450,"$119,188",Obsidian Black Met
103,https://www.carpages.ca/used-cars/quebec/montreal/2017-bmw-i3-6568322/,2017 BMW i3 Avec REX/Nav/Mags,"$27,995",Noir
104,https://www.carpages.ca/new-cars/ontario/kanata/2021-chevrolet-bolt-6567566/,2021 Chevrolet Bolt EV LT,"$48,882",
105,https://www.carpages.ca/new-cars/ontario/simcoe/2021-hyundai-santa-fe-6566876/,2021 Hyundai Santa Fe Hybrid Luxury AWD,"$46,973",Space Black Pearl
106,https://www.carpages.ca/new-cars/ontario/simcoe/2021-hyundai-santa-fe-6566873/,2021 Hyundai Santa Fe Hybrid Preferred AWD w/Trend Package,"$44,573",Lagoon Blue Mica
107,https://www.carpages.ca/new-cars/ontario/brantford/2021-hyundai-santa-fe-6566846/,2021 Hyundai Santa Fe Hybrid Preferred AWD w/Trend Package,"$44,087",Cristal White(ww2-nnb)-black
108,https://www.carpages.ca/new-cars/ontario/brantford/2021-hyundai-santa-fe-6566843/,2021 Hyundai Santa Fe Hybrid Luxury AWD,"$46,687",Space Black(nka-sst)-beige
109,https://www.carpages.ca/new-cars/ontario/brantford/2021-hyundai-santa-fe-6566840/,2021 Hyundai Santa Fe Hybrid Luxury AWD,"$46,687",Bleu Lagon(ue3-sst)-beige
110,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-toyota-venza-6566708/,2021 Toyota Venza XLE HYBRID,"$47,881",
111,https://www.carpages.ca/used-cars/ontario/scarborough/2018-kia-soul-ev-6566105/,2018 Kia Soul EV EV Luxury,"$21,990",Grey
112,https://www.carpages.ca/new-cars/ontario/brantford/2021-ford-escape-6566024/,2021 Ford Escape Titanium Hybrid,"$43,899",Black
113,https://www.carpages.ca/new-cars/british-columbia/vancouver/2020-kia-niro-6565598/,2020 Kia NIRO EV SX Touring,"$56,390",Aurora Black(ABP)
114,https://www.carpages.ca/new-cars/british-columbia/vancouver/2021-kia-soul-ev-6565589/,2021 Kia Soul EV Limited,"$53,890",SNOW WHITE PEARL(SWP)
115,https://www.carpages.ca/new-cars/british-columbia/vancouver/2021-kia-soul-ev-6565577/,2021 Kia Soul EV Limited,"$53,890",SNOW WHITE PEARL(SWP)
116,https://www.carpages.ca/new-cars/british-columbia/vancouver/2021-kia-soul-ev-6565565/,2021 Kia Soul EV Limited,"$53,890",ONYX(9H)
117,https://www.carpages.ca/used-cars/ontario/oakville/2019-tesla-model-3-6565268/,2019 Tesla Model 3 STANDARD RANGE PLUS,"$47,995",Black
118,https://www.carpages.ca/new-cars/ontario/mississauga/2021-hyundai-santa-fe-6564770/,2021 Hyundai Santa Fe HYBRID Luxury,"$46,499",Typhoon Silver
119,https://www.carpages.ca/new-cars/ontario/mississauga/2021-hyundai-santa-fe-6564761/,2021 Hyundai Santa Fe Hybrid Preferred,"$44,099",Typhoon Silver
120,https://www.carpages.ca/new-cars/ontario/mississauga/2021-hyundai-santa-fe-6564758/,2021 Hyundai Santa Fe HYBRID Luxury,"$46,499",Magnetic Force
121,https://www.carpages.ca/new-cars/ontario/mississauga/2021-hyundai-santa-fe-6564752/,2021 Hyundai Santa Fe HYBRID Luxury,"$46,499",LAGOON BLUE
122,https://www.carpages.ca/new-cars/ontario/mississauga/2021-hyundai-santa-fe-6564746/,2021 Hyundai Santa Fe HYBRID Luxury,"$46,499",SPACE BLACK
123,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6563831/,2021 Audi Q5 Technik,"$69,607",Mythos Black Metallic
124,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6563828/,2021 Audi Q5 Technik,"$69,607",Glacier White Metallic
125,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6563825/,2021 Audi Q5 Technik,"$69,607",Mythos Black Metallic
126,https://www.carpages.ca/used-cars/ontario/guelph/2019-ram-1500-6563798/,2019 RAM 1500 Big Horn,"$44,744",FLAME RED
127,https://www.carpages.ca/used-cars/ontario/belleville/2018-ford-fusion-6563399/,2018 Ford Fusion Energi SE Luxury - HTD LEATHER! NAV! SYNC! FULL PWR GROUP! + MORE!,"$17,495",Grey
128,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-f-150-6563174/,2021 Ford F-150 Lariat,"$72,644",Black
129,https://www.carpages.ca/used-cars/ontario/mississauga/2015-mercedes-benz-c-class-6563075/,2015 Mercedes-Benz C-Class C 300,"$24,796",
130,https://www.carpages.ca/used-cars/quebec/drummondville/2019-hyundai-kona-6562589/,2019 Hyundai KONA Electric ULTIMATE + GARANTIE + NAVI + TOIT + CUIR,"$29,989",Blanc
131,https://www.carpages.ca/used-cars/ontario/north-york/2017-tesla-model-x-6562003/,2017 Tesla Model X 75D|AUTOPILOT|HIFI|NAV|GLASSROOF|AIRSUSPENSION|+++,"$77,995",Red
132,https://www.carpages.ca/used-cars/ontario/oakville/2013-tesla-model-s-6560841/,2013 Tesla Model S S P85 PLUS | PANO | CERTIFIED | FINANCE,"$38,777",
133,https://www.carpages.ca/used-cars/quebec/st-eustache/2021-hyundai-kona-6560263/,2021 Hyundai KONA Electric EV Preferred,"$34,980",Bleu
134,https://www.carpages.ca/used-cars/ontario/hamilton/2015-honda-accord-6559629/,2015 Honda Accord EX Hybrid,"$10,999",Gray
135,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-audi-q8-6558948/,2019 Audi Q8 Technik w/Bang & Olufsen & Luxury Package *Very Low KM*,"$95,000",Dragon Orange Metallic
136,https://www.carpages.ca/new-cars/ontario/hamilton/2021-toyota-rav4-6558852/,2021 Toyota RAV4 Hybrid XLE,"$44,539.70",Grey
137,https://www.carpages.ca/new-cars/ontario/ottawa/2021-toyota-venza-6558543/,2021 Toyota Venza XLE  - Cooled Seats -  Navigation - $286 B/W,"$47,212",Blizzard Prl
138,https://www.carpages.ca/new-cars/ontario/ottawa/2021-toyota-highlander-6558534/,2021 Toyota Highlander - $345 B/W,"$50,917",Clestl Silv Metallic
139,https://www.carpages.ca/new-cars/ontario/thornhill/2021-ford-f-150-6558436/,2021 Ford F-150 XLT,"$46,389",Oxford White
140,https://www.carpages.ca/new-cars/ontario/thornhill/2021-ford-f-150-6558433/,2021 Ford F-150 XLT,"$46,389",Agate Black Metallic
141,https://www.carpages.ca/new-cars/ontario/thornhill/2021-ford-f-150-6558421/,2021 Ford F-150 XLT,"$46,389",Agate Black Metallic
142,https://www.carpages.ca/new-cars/ontario/ottawa/2021-ford-f-150-6558300/,2021 Ford F-150 XLT,"$52,839",Oxford White
143,https://www.carpages.ca/new-cars/ontario/ottawa/2021-ford-f-150-6558297/,2021 Ford F-150 XLT,"$52,839",Oxford White
144,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-jeep-wrangler-6558066/,2021 Jeep Wrangler Unlimited Willys,"$54,701",Black
145,https://www.carpages.ca/used-cars/ontario/north-york/2015-bmw-i8-6557980/,2015 BMW i8 FULLY LOADED*NAVIGATION*BACK-UP CAMERA*NO ACCIDENT,"$78,900",Grey
146,https://www.carpages.ca/used-cars/ontario/thornhill/2017-hyundai-ioniq-6557587/,2017 Hyundai IONIQ Limited,"$19,475",""""
147,https://www.carpages.ca/used-cars/ontario/etobicoke/2014-toyota-prius-c-6557148/,2014 Toyota Prius c 4 Dr HB Hybrid,"$10,990",Red
148,https://www.carpages.ca/new-cars/ontario/bracebridge/2021-jeep-wrangler-6556482/,2021 Jeep Wrangler Unlimited Sahara  - Navigation,"$58,051",Black
149,https://www.carpages.ca/new-cars/alberta/edmonton/2021-lexus-ux-6555898/,2021 Lexus UX 250H Premium Package,"$41,722",Atomic Silver
150,https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2021-ford-explorer-6555717/,2021 Ford Explorer LIMITED,"$58,449",Black
151,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ford-fusion-6555691/,2020 Ford Fusion Hybrid Titanium **New Arrival**,"$23,500",Blue
152,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ford-fusion-6555688/,2020 Ford Fusion Hybrid Titanium **New Arrival**,"$24,700",Blue
153,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ford-fusion-6555685/,2020 Ford Fusion Hybrid Titanium **New Arrival**,"$24,900",Gray
154,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ford-fusion-6555682/,2020 Ford Fusion Hybrid Titanium **New Arrival**,"$24,700",White
155,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-toyota-highlander-6555066/,2021 Toyota Highlander HYBRID XLE,"$49,757",White
156,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-lexus-ux-6555027/,2021 Lexus UX 250H,"$48,295",Orange
157,https://www.carpages.ca/used-cars/british-columbia/port-moody/2018-toyota-prius-6554455/,2018 Toyota Prius V,"$24,500",Blue
158,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-6554419/,2021 Ford F-150 XLT,"$56,919",Black
159,https://www.carpages.ca/new-cars/ontario/thornhill/2021-ford-f-150-6554397/,2021 Ford F-150 XLT,"$45,949",Oxford White
160,https://www.carpages.ca/used-cars/quebec/st-constant/2017-nissan-leaf-6554349/,2017 Nissan Leaf Hayon 4 portes SV,"$15,495",Bleu
161,https://www.carpages.ca/new-cars/ontario/peterborough/2021-ford-f-150-6554061/,2021 Ford F-150 XL,"$47,764",Oxford White
162,https://www.carpages.ca/used-cars/ontario/mississauga/2017-ford-fusion-6553878/,2017 Ford Fusion PLATINUM,"$21,998",
163,https://www.carpages.ca/used-cars/ontario/mississauga/2018-ford-fusion-6553866/,2018 Ford Fusion SE,"$19,998",Ingot Silver
164,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2021-ford-escape-6553827/,2021 Ford Escape SE Hybrid,"$37,249",Carbonized Grey Metallic
165,https://www.carpages.ca/new-cars/ontario/oakville/2021-ford-explorer-6553722/,2021 Ford Explorer LIMITED,"$57,051",Agate Black Metallic
166,https://www.carpages.ca/new-cars/ontario/kanata/2021-hyundai-elantra-6553572/,2021 Hyundai Elantra Hybrid Ultimate DCT  - $179 B/W,"$29,894",Space Blk
167,https://www.carpages.ca/used-cars/quebec/blainville/2020-hyundai-kona-6553485/,"2020 Hyundai KONA Electric EV PREFERRED  APPLE CARPLAY, VOLANT CHAU","$35,987",Blanc
168,https://www.carpages.ca/used-cars/ontario/georgetown/2017-nissan-leaf-6553440/,"2017 Nissan Leaf SV | 1 OWNR | CLN CRFX | NAV | B/U CAM | 49,791 KM","$16,950",Grey
169,https://www.carpages.ca/used-cars/quebec/drummondville/2017-audi-a3-6553395/,2017 Audi A3 E-TRON PROGRESSIV + GARANTIE + NAVI + WO,"$24,489",
170,https://www.carpages.ca/used-cars/ontario/oakville/2014-tesla-model-s-6553084/,"2014 Tesla Model S P85D AUTOPILOT, RECARO SEATS, CARFAX CLEAN","$62,950",Grey
171,https://www.carpages.ca/used-cars/ontario/oakville/2019-tesla-model-3-6553081/,"2019 Tesla Model 3 LONG RANGE AWD AUTOPILOT, ACCELERATION UPGRADE","$56,950",Grey
172,https://www.carpages.ca/new-cars/ontario/whitby/2021-toyota-rav4-6552457/,2021 Toyota RAV4 Hybrid LE,"$34,925",01G3 MAGNETIC GREY METALLIC NO CHARGE
